post_id,upload_date,video_duration_min,avg_view_duration_sec,avg_view_percentage,subscribers_gained,traffic_source,ctr_percentage,impressions,likes,comments,shares,total_watch_time_hours,content_category
YT0006504,2025-06-24 08:32:24.541512,16.48,56,5.66,154,Playlist,21.45,1503248,75671,3356,49,23383.86,Vlog
YT0006505,2025-10-23 08:32:24.541512,10.56,51,8.05,76,Suggested,6.92,1648388,66418,7534,2280,23352.16,Vlog
YT0006506,2025-08-02 08:32:24.541512,35.55,520,24.38,567,Search,15.65,1323354,85192,5459,447,191151.13,Reacts
YT0006507,2024-11-24 08:32:24.541512,25.74,248,16.06,524,Notifications,6.28,514701,47235,7436,1708,35457.18,Comedy
YT0006508,2025-08-04 08:32:24.541512,18.82,798,70.67,358,Browse,22.87,821662,60970,3796,751,182135.08,Comedy
YT0006509,2025-01-04 08:32:24.541512,23.94,909,63.28,343,External,1.11,717239,71066,5024,2002,181102.85,Reacts
YT0006510,2025-05-06 08:32:24.541512,11.83,695,97.91,265,Search,20.11,38457,92525,5624,2850,7424.34,Comedy
YT0006511,2025-11-08 08:32:24.541512,31.25,982,52.37,326,Suggested,20.09,1931003,65191,6887,1550,526734.71,Tech
YT0006512,2025-01-14 08:32:24.541512,37.23,1541,68.99,255,Shorts Feed,14.33,1857204,79740,3998,1035,794986.49,News
YT0006513,2025-07-02 08:32:24.541512,38.2,2104,91.8,103,Channel Page,19.6,1329250,11680,5839,2586,776872.78,Vlog
YT0006514,2025-05-01 08:32:24.541512,27.81,823,49.32,529,Notifications,10.32,1566095,81255,389,1461,358026.72,Reacts
YT0006515,2025-03-20 08:32:24.541512,17.02,571,55.91,249,Suggested,14.6,589939,20679,5023,1442,93570.88,Reacts
YT0006516,2024-12-06 08:32:24.541512,2.85,47,27.49,286,Channel Page,21.19,1010333,14568,7312,532,13190.46,Comedy
YT0006517,2025-02-09 08:32:24.541512,31.09,1193,63.95,372,Browse,7.64,1140841,97991,2611,1055,378062.03,Gaming
YT0006518,2025-05-25 08:32:24.541512,17.6,1009,95.55,507,Channel Page,20.37,1612398,67274,7087,1085,451919.33,Sports
YT0006519,2025-09-24 08:32:24.541512,12.96,494,63.53,522,Shorts Feed,15.51,1790633,6332,1642,2189,245714.64,Music
YT0006520,2024-11-21 08:32:24.541512,28.78,276,15.98,400,Search,13.64,1693598,46561,6189,2369,129842.51,Music
YT0006521,2025-04-17 08:32:24.541512,48.01,513,17.81,188,Shorts Feed,9.09,277671,69894,756,1683,39568.12,Reacts
YT0006522,2025-07-15 08:32:24.541512,2.39,110,76.71,630,Notifications,27.25,640873,22451,4572,2663,19582.23,Tech
YT0006523,2025-05-11 08:32:24.541512,39.94,1378,57.5,470,External,3.39,1978753,23209,1680,2265,757422.68,Reacts
YT0006524,2025-01-16 08:32:24.541512,3.35,82,40.8,332,Search,1.81,259848,38788,4727,2377,5918.76,Vlog
YT0006525,2025-06-13 08:32:24.541512,3.75,52,23.11,567,Notifications,12.57,1405637,98509,2239,2024,20303.65,Comedy
YT0006526,2025-08-10 08:32:24.541512,37.11,1902,85.42,128,Channel Page,2.69,516180,61665,3799,2778,272715.1,Comedy
YT0006527,2025-05-02 08:32:24.541512,37.85,1109,48.83,385,Browse,17.24,890427,44351,3863,2871,274300.98,Tech
YT0006528,2025-10-06 08:32:24.541512,15.4,377,40.8,244,Channel Page,10.73,1344241,75601,4494,476,140771.9,Vlog
YT0006529,2025-07-02 08:32:24.541512,37.36,671,29.93,592,Search,15.88,459114,17175,6790,2405,85573.75,Sports
YT0006530,2025-05-14 08:32:24.541512,25.5,917,59.93,557,Browse,25.52,597430,20016,2104,1837,152178.7,Gaming
YT0006531,2025-10-05 08:32:24.541512,57.34,1097,31.89,327,Browse,5.7,308550,13221,6069,2015,94022.04,Vlog
YT0006532,2025-10-22 08:32:24.541512,32.31,714,36.83,2,Playlist,7.04,551245,84513,782,1182,109330.26,Education
YT0006533,2025-04-13 08:32:24.541512,20.22,94,7.75,507,Channel Page,20.59,1068784,46618,5598,335,27907.14,News
YT0006534,2024-11-27 08:32:24.541512,30.94,1231,66.31,98,Shorts Feed,21.54,1837849,1493,7120,1840,628442.26,Reacts
YT0006535,2025-02-10 08:32:24.541512,23.56,432,30.56,338,Browse,29.47,1462826,315,1040,362,175539.12,Education
YT0006536,2025-03-21 08:32:24.541512,25.65,1487,96.62,278,Browse,27.35,1639616,20291,3445,2466,677252.5,Tech
YT0006537,2025-08-16 08:32:24.541512,49.35,100,3.38,441,Notifications,12.92,1281234,75980,321,771,35589.83,Education
YT0006538,2025-11-14 08:32:24.541512,14.69,689,78.17,650,Channel Page,29.47,1026575,25318,2744,2006,196475.05,Comedy
YT0006539,2025-04-04 08:32:24.541512,50.95,2488,81.39,394,Browse,13.78,1563893,87014,6558,2933,1080823.83,Gaming
YT0006540,2024-12-10 08:32:24.541512,26.98,330,20.39,317,Notifications,18.17,867274,4275,3044,2518,79500.12,Music
YT0006541,2025-10-27 08:32:24.541512,36.05,1848,85.44,434,Playlist,4.0,1186347,18142,6361,870,608991.46,Reacts
YT0006542,2024-12-08 08:32:24.541512,51.58,2864,92.54,244,Shorts Feed,26.56,939190,21101,2548,1735,747177.82,Music
YT0006543,2025-10-19 08:32:24.541512,22.48,1236,91.64,147,Playlist,10.28,1814411,7530,5848,1875,622947.78,Comedy
YT0006544,2025-04-11 08:32:24.541512,42.97,2355,91.34,646,Channel Page,21.27,522216,5188,6127,1779,341616.3,Comedy
YT0006545,2025-02-18 08:32:24.541512,29.35,39,2.21,241,External,13.19,781010,71839,3624,792,8460.94,Reacts
YT0006546,2025-03-31 08:32:24.541512,48.2,576,19.92,642,Channel Page,16.29,772380,35174,4685,139,123580.8,Music
YT0006547,2025-09-09 08:32:24.541512,59.03,415,11.72,200,Search,18.29,424835,50093,7208,1410,48974.03,Vlog
YT0006548,2024-12-03 08:32:24.541512,34.02,104,5.1,57,Suggested,5.7,1245165,48694,2371,1047,35971.43,Comedy
YT0006549,2025-06-06 08:32:24.541512,15.22,130,14.24,27,Channel Page,9.07,1384538,32986,2419,2232,49997.21,Music
YT0006550,2025-11-01 08:32:24.541512,55.86,479,14.29,612,External,7.72,290287,32338,7115,2634,38624.3,Sports
YT0006551,2025-10-26 08:32:24.541512,47.89,1361,47.37,60,External,7.2,1743899,3148,7148,428,659290.71,Music
YT0006552,2025-02-10 08:32:24.541512,48.64,2648,90.73,14,External,9.27,328763,47026,7218,1359,241823.45,Sports
YT0006553,2025-02-17 08:32:24.541512,41.36,179,7.21,9,Shorts Feed,12.37,1868856,34974,1485,688,92923.67,Sports
YT0006554,2025-02-10 08:32:24.541512,26.18,1509,96.07,100,Playlist,14.55,1152182,16218,7663,2909,482956.29,Comedy
YT0006555,2025-11-09 08:32:24.541512,19.39,299,25.7,431,Playlist,20.95,1510545,28145,3399,1157,125459.15,Reacts
YT0006556,2025-08-25 08:32:24.541512,42.44,79,3.1,434,Search,5.44,989805,62475,2341,1637,21720.72,Tech
YT0006557,2025-08-17 08:32:24.541512,2.25,50,37.04,144,Search,15.63,1162069,19498,3762,1767,16139.85,Comedy
YT0006558,2025-07-12 08:32:24.541512,21.36,1100,85.83,697,External,18.63,1445668,71100,6920,2353,441731.89,Reacts
YT0006559,2025-01-25 08:32:24.541512,12.81,95,12.36,205,External,14.21,175665,42075,176,564,4635.6,Reacts
YT0006560,2025-08-21 08:32:24.541512,27.39,654,39.8,160,Notifications,27.68,97929,13909,3964,908,17790.44,Education
YT0006561,2025-03-31 08:32:24.541512,13.42,714,88.67,675,Channel Page,19.19,973132,45063,2830,1230,193004.51,News
YT0006562,2025-01-01 08:32:24.541512,39.74,1099,46.09,115,Playlist,3.32,1548356,56093,551,1649,472678.68,Comedy
YT0006563,2025-10-13 08:32:24.541512,5.73,272,79.12,687,Browse,11.68,763666,58963,2661,840,57699.21,Reacts
YT0006564,2025-01-23 08:32:24.541512,3.55,39,18.31,290,Playlist,26.06,83503,94300,6685,1074,904.62,Education
YT0006565,2025-07-03 08:32:24.541512,48.77,1588,54.27,691,Search,26.95,1731918,48846,1483,2994,763968.27,Sports
YT0006566,2025-03-03 08:32:24.541512,51.58,1001,32.34,694,Channel Page,5.93,1701436,23416,5224,1106,473093.73,Tech
YT0006567,2025-07-25 08:32:24.541512,2.56,74,48.18,484,Search,10.14,1431603,39134,7324,882,29427.4,Tech
YT0006568,2025-05-25 08:32:24.541512,9.79,114,19.41,221,Browse,12.11,365772,70459,5199,1473,11582.78,Sports
YT0006569,2025-06-10 08:32:24.541512,36.09,192,8.87,11,Suggested,19.67,314463,40850,5876,2828,16771.36,Music
YT0006570,2025-07-27 08:32:24.541512,4.63,80,28.8,673,Notifications,26.18,1632210,34950,2557,225,36271.33,Music
YT0006571,2025-03-28 08:32:24.541512,53.51,2209,68.8,480,Playlist,29.82,1750441,45712,4786,1435,1074090.05,Comedy
YT0006572,2025-06-01 08:32:24.541512,3.4,181,88.73,309,External,10.32,1648027,84544,5509,746,82859.14,News
YT0006573,2025-07-27 08:32:24.541512,47.55,2031,71.19,338,Search,2.71,330460,18018,5752,1302,186434.52,Education
YT0006574,2025-01-06 08:32:24.541512,49.75,2681,89.82,265,External,14.83,372472,63098,6611,1233,277388.18,Tech
YT0006575,2025-04-25 08:32:24.541512,19.14,146,12.71,103,External,2.25,8451,78934,2147,1505,342.74,Gaming
YT0006576,2025-03-17 08:32:24.541512,48.77,2324,79.42,259,Notifications,4.13,1211444,41505,547,2592,782054.4,Gaming
YT0006577,2025-06-21 08:32:24.541512,13.6,37,4.53,464,Playlist,15.32,1396221,65228,1950,1299,14350.05,Vlog
YT0006578,2025-05-16 08:32:24.541512,23.02,1089,78.84,11,Channel Page,7.26,1494562,50110,4467,1045,452105.0,Reacts
YT0006579,2025-03-20 08:32:24.541512,27.84,407,24.37,691,Suggested,18.48,1855289,59065,3089,1720,209750.73,Sports
YT0006580,2024-12-22 08:32:24.541512,55.73,968,28.95,611,Notifications,24.37,552211,91798,3071,2854,148483.4,Reacts
YT0006581,2025-03-21 08:32:24.541512,11.89,339,47.52,537,Channel Page,17.85,701629,64122,4901,745,66070.06,Reacts
YT0006582,2025-02-20 08:32:24.541512,50.73,2162,71.03,380,External,11.63,91619,14845,2854,1824,55022.3,Education
YT0006583,2025-05-19 08:32:24.541512,48.61,1365,46.8,321,Playlist,22.34,455112,44749,6036,1084,172563.3,Vlog
YT0006584,2025-09-09 08:32:24.541512,55.97,1687,50.24,142,Notifications,4.54,361277,21293,3015,2404,169298.42,News
YT0006585,2025-05-18 08:32:24.541512,2.61,28,17.88,619,External,2.91,1234975,57533,1688,441,9605.36,Vlog
YT0006586,2025-03-01 08:32:24.541512,6.01,201,55.74,48,Suggested,12.86,1408962,98341,3109,255,78667.04,Tech
YT0006587,2025-02-09 08:32:24.541512,28.78,1203,69.67,616,Playlist,26.07,660414,55090,7412,334,220688.34,Education
YT0006588,2025-06-11 08:32:24.541512,57.47,407,11.8,47,External,28.45,355504,60289,1408,1436,40191.7,Reacts
YT0006589,2025-05-30 08:32:24.541512,56.34,2576,76.2,238,External,10.98,235955,97568,511,283,168838.91,News
YT0006590,2025-02-16 08:32:24.541512,4.31,194,75.02,587,Browse,20.56,459175,17954,7030,955,24744.43,Reacts
YT0006591,2025-07-07 08:32:24.541512,56.02,56,1.67,184,Shorts Feed,29.6,1131079,94591,4358,40,17594.56,Comedy
YT0006592,2025-08-07 08:32:24.541512,48.35,1819,62.7,496,Search,11.56,324146,64877,5086,917,163783.77,Comedy
YT0006593,2025-11-19 08:32:24.541512,36.23,1162,53.45,566,Suggested,15.93,457719,36592,3582,1237,147741.52,Music
YT0006594,2025-09-26 08:32:24.541512,44.04,2239,84.73,229,Search,12.75,1917528,15662,6316,396,1192595.89,Vlog
YT0006595,2025-06-04 08:32:24.541512,51.29,1356,44.06,279,External,1.05,1405684,10852,243,1754,529474.31,News
YT0006596,2025-03-07 08:32:24.541512,16.69,26,2.6,656,Suggested,24.14,460812,32064,30,636,3328.09,Comedy
YT0006597,2025-10-01 08:32:24.541512,41.76,20,0.8,555,Suggested,16.73,141752,34591,7018,1135,787.51,Music
YT0006598,2025-07-22 08:32:24.541512,10.65,106,16.59,288,Browse,2.69,1348624,19201,383,1209,39709.48,Education
YT0006599,2025-05-08 08:32:24.541512,37.7,1345,59.46,376,Search,8.39,1945580,1512,4205,1797,726890.31,News
YT0006600,2025-11-12 08:32:24.541512,11.46,436,63.41,68,Channel Page,12.47,1593208,73920,1316,232,192955.19,Music
YT0006601,2025-09-01 08:32:24.541512,55.91,276,8.23,58,Notifications,19.71,627186,25821,5953,1888,48084.26,Sports
YT0006602,2025-04-28 08:32:24.541512,4.9,272,92.52,10,Playlist,13.25,1932928,41305,4583,2593,146043.45,News
YT0006603,2025-09-05 08:32:24.541512,59.29,1094,30.75,361,Shorts Feed,6.89,634951,78573,3895,1295,192954.55,Music
YT0006604,2025-06-01 08:32:24.541512,11.69,524,74.71,311,Channel Page,10.44,1407650,89808,6964,151,204891.28,Reacts
YT0006605,2025-05-09 08:32:24.541512,15.74,88,9.32,498,Search,20.62,302493,66101,4808,2530,7394.27,Sports
YT0006606,2025-08-01 08:32:24.541512,19.57,1035,88.15,611,Shorts Feed,26.79,1715754,60084,605,1890,493279.28,Comedy
YT0006607,2025-05-18 08:32:24.541512,31.4,599,31.79,124,External,21.05,45540,64609,5889,2055,7577.35,Gaming
YT0006608,2025-02-19 08:32:24.541512,15.55,218,23.37,508,Channel Page,29.79,1783420,43425,7770,768,107995.99,Music
YT0006609,2024-11-26 08:32:24.541512,17.54,265,25.18,319,Playlist,0.83,1023207,57752,6025,1175,75319.4,Education
YT0006610,2025-03-11 08:32:24.541512,22.65,42,3.09,587,Notifications,5.55,1809666,33073,6201,1833,21112.77,Music
YT0006611,2025-04-23 08:32:24.541512,38.75,173,7.44,494,Suggested,13.43,28925,1294,1021,160,1390.01,Gaming
YT0006612,2025-03-08 08:32:24.541512,49.47,1070,36.05,195,External,4.39,748771,16635,2273,848,222551.38,Sports
YT0006613,2025-10-07 08:32:24.541512,2.41,113,78.15,121,Notifications,12.7,637405,57138,3479,1834,20007.43,Sports
YT0006614,2025-05-10 08:32:24.541512,16.06,457,47.43,670,Shorts Feed,5.42,1786796,53521,3588,1408,226823.83,News
YT0006615,2024-12-06 08:32:24.541512,8.76,200,38.05,233,Playlist,18.22,413417,64132,3519,125,22967.61,Education
YT0006616,2025-05-07 08:32:24.541512,1.61,74,76.6,432,Search,11.45,421090,51216,2559,2674,8655.74,Education
YT0006617,2025-03-01 08:32:24.541512,3.22,116,60.04,30,External,0.97,1230534,81181,7575,2154,39650.54,Education
YT0006618,2025-03-30 08:32:24.541512,59.84,3358,93.53,346,Shorts Feed,14.47,449275,48648,2862,513,419073.74,Gaming
YT0006619,2025-05-16 08:32:24.541512,48.86,1836,62.63,284,Suggested,21.68,730013,25854,7346,699,372306.63,Education
YT0006620,2025-04-01 08:32:24.541512,55.7,1504,45.0,240,Search,9.97,527910,10344,4512,1397,220549.07,Tech
YT0006621,2025-02-24 08:32:24.541512,16.98,177,17.37,685,Shorts Feed,18.57,491601,43275,5291,1306,24170.38,Gaming
YT0006622,2025-11-02 08:32:24.541512,32.02,981,51.06,176,External,24.94,325955,97126,5305,2827,88822.74,Sports
YT0006623,2025-02-22 08:32:24.541512,59.09,3359,94.74,577,Notifications,21.2,243464,77975,3055,2591,227165.44,Gaming
YT0006624,2025-04-16 08:32:24.541512,32.51,1933,99.1,521,Shorts Feed,21.37,1586007,71278,7327,1231,851597.65,Reacts
YT0006625,2025-11-11 08:32:24.541512,12.72,406,53.2,65,Playlist,28.09,1793239,41866,7274,2706,202237.51,Reacts
YT0006626,2024-11-25 08:32:24.541512,43.0,17,0.66,518,External,16.27,431382,42406,7157,239,2037.08,Education
YT0006627,2025-03-31 08:32:24.541512,41.57,1915,76.78,519,Search,2.11,637459,96222,7851,737,339092.77,Sports
YT0006628,2024-11-28 08:32:24.541512,16.98,692,67.92,47,Search,3.67,684136,5687,7270,1426,131506.14,Gaming
YT0006629,2025-02-23 08:32:24.541512,59.85,1355,37.73,507,Playlist,13.55,1778956,14101,5611,1541,669579.27,Gaming
YT0006630,2025-05-03 08:32:24.541512,51.55,1449,46.85,591,Search,14.89,172658,81987,3947,2645,69494.84,Gaming
YT0006631,2025-04-09 08:32:24.541512,9.2,552,100.0,498,Shorts Feed,4.16,493460,86899,7615,2383,75663.87,Tech
YT0006632,2025-06-12 08:32:24.541512,44.94,1726,64.01,155,Search,6.44,1832827,59847,3306,1579,878738.72,Reacts
YT0006633,2025-10-17 08:32:24.541512,10.51,135,21.41,411,Shorts Feed,19.89,1958877,52463,1857,1129,73457.89,Gaming
YT0006634,2025-04-25 08:32:24.541512,44.04,2035,77.01,543,Channel Page,13.78,503463,87091,7813,1013,284596.45,Tech
YT0006635,2025-05-31 08:32:24.541512,48.82,842,28.75,97,Channel Page,21.2,87494,65997,292,2676,20463.87,Reacts
YT0006636,2025-11-14 08:32:24.541512,59.59,1614,45.14,658,Search,23.47,1288856,64304,190,2651,577837.11,Tech
YT0006637,2025-10-09 08:32:24.541512,31.55,821,43.37,264,Search,21.78,1350755,29802,7350,646,308047.18,News
YT0006638,2024-12-17 08:32:24.541512,50.15,1514,50.32,83,Playlist,25.65,1355259,70860,1461,1272,569961.7,Reacts
YT0006639,2025-06-06 08:32:24.541512,20.19,711,58.69,449,External,14.31,431026,1298,1957,1651,85127.64,Comedy
YT0006640,2025-08-16 08:32:24.541512,14.68,385,43.71,85,Browse,13.9,1322030,8894,4491,318,141383.76,News
YT0006641,2025-09-11 08:32:24.541512,59.39,2998,84.13,588,Playlist,17.45,1190439,44024,2106,2847,991371.14,Gaming
YT0006642,2025-03-15 08:32:24.541512,41.47,621,24.96,260,Suggested,19.96,458115,70049,18,2921,79024.84,Sports
YT0006643,2025-11-07 08:32:24.541512,41.58,1030,41.29,314,External,16.05,1497221,4269,7381,2070,428371.56,Tech
YT0006644,2024-12-12 08:32:24.541512,19.26,1043,90.26,668,Browse,8.98,344381,26249,5895,2831,99774.83,Tech
YT0006645,2025-06-16 08:32:24.541512,51.03,2820,92.1,232,Browse,3.3,1924081,27970,37,2352,1507196.78,Tech
YT0006646,2025-09-16 08:32:24.541512,52.58,1450,45.96,84,Notifications,4.8,957246,85020,5235,2035,385557.42,Tech
YT0006647,2025-06-20 08:32:24.541512,25.09,809,53.74,402,Search,7.47,1259134,4538,5979,618,282955.39,Sports
YT0006648,2025-04-01 08:32:24.541512,47.19,1379,48.7,361,Notifications,25.55,1903978,22422,5762,487,729329.35,Music
YT0006649,2025-08-28 08:32:24.541512,2.92,57,32.53,567,Playlist,4.96,71531,49298,6045,2651,1132.57,Tech
YT0006650,2025-01-04 08:32:24.541512,34.16,1147,55.96,560,External,7.31,189369,68436,1677,1152,60335.07,Music
YT0006651,2025-02-28 08:32:24.541512,16.86,909,89.86,547,Suggested,24.9,538666,62034,1895,650,136013.16,Sports
YT0006652,2025-07-08 08:32:24.541512,49.51,2885,97.12,271,Playlist,29.16,306559,16801,442,1383,245672.98,Sports
YT0006653,2025-04-09 08:32:24.541512,52.42,2809,89.31,342,Shorts Feed,16.8,1081702,73684,2952,2940,844028.03,News
YT0006654,2025-10-17 08:32:24.541512,26.4,661,41.73,679,External,17.14,1076373,29714,7261,2542,197634.04,Reacts
YT0006655,2025-04-17 08:32:24.541512,58.78,3280,93.0,402,Suggested,18.24,1004832,42014,350,1815,915513.6,Comedy
YT0006656,2025-04-15 08:32:24.541512,13.55,639,78.6,696,Channel Page,17.76,400065,60615,6215,1570,71011.54,Education
YT0006657,2025-05-01 08:32:24.541512,27.87,1007,60.22,101,Search,13.52,1695054,4918,4441,2391,474144.27,Comedy
YT0006658,2025-11-07 08:32:24.541512,8.94,259,48.28,694,Shorts Feed,8.16,439547,43118,3660,2189,31622.96,Education
YT0006659,2025-11-02 08:32:24.541512,30.02,1006,55.85,89,Channel Page,12.24,611002,18755,6831,297,170741.11,Sports
YT0006660,2024-12-07 08:32:24.541512,36.16,2111,97.3,42,Notifications,17.67,188058,32089,5870,409,110275.12,Comedy
YT0006661,2025-11-13 08:32:24.541512,50.59,229,7.54,564,Playlist,17.01,677801,56790,7498,2378,43115.67,Vlog
YT0006662,2025-02-22 08:32:24.541512,20.43,704,57.43,105,Playlist,15.94,1093558,29697,5463,1134,213851.34,Reacts
YT0006663,2025-03-27 08:32:24.541512,27.61,767,46.3,11,Notifications,28.65,1719000,48505,2266,75,366242.5,Comedy
YT0006664,2025-07-04 08:32:24.541512,33.5,361,17.96,552,Channel Page,16.58,872390,29484,5476,1231,87481.33,Reacts
YT0006665,2025-02-09 08:32:24.541512,56.07,851,25.3,177,Playlist,0.23,1515671,48012,1614,1741,358287.78,Music
YT0006666,2025-07-24 08:32:24.541512,55.71,553,16.54,287,External,11.97,1300218,40346,1013,2888,199727.93,Reacts
YT0006667,2025-03-09 08:32:24.541512,48.02,2002,69.48,619,Suggested,5.83,778955,88896,2088,203,433185.53,Music
YT0006668,2024-12-03 08:32:24.541512,42.6,1756,68.7,10,External,17.27,817023,66538,5317,1816,398525.66,Tech
YT0006669,2025-08-29 08:32:24.541512,36.55,577,26.31,611,Playlist,24.5,1279083,9969,7748,240,205008.58,Music
YT0006670,2025-02-03 08:32:24.541512,21.03,158,12.52,18,Search,10.18,1275047,84774,2597,1428,55960.4,News
YT0006671,2025-09-05 08:32:24.541512,2.16,60,46.3,427,Suggested,20.15,330228,96982,561,861,5503.8,Tech
YT0006672,2025-06-10 08:32:24.541512,47.8,2657,92.64,539,Notifications,13.55,15471,12069,4779,1389,11418.46,Sports
YT0006673,2025-01-09 08:32:24.541512,43.99,1147,43.46,375,Browse,20.51,405109,26530,4048,443,129072.23,Gaming
YT0006674,2025-04-28 08:32:24.541512,15.35,284,30.84,487,Search,19.76,1406028,71367,2120,82,110919.99,Music
YT0006675,2024-12-17 08:32:24.541512,1.72,29,28.1,117,Channel Page,28.69,1040078,47772,3499,897,8378.41,Music
YT0006676,2025-01-29 08:32:24.541512,40.81,648,26.46,53,External,21.26,617039,52665,175,938,111067.02,Reacts
YT0006677,2024-12-23 08:32:24.541512,13.33,23,2.88,397,Notifications,19.94,606881,61259,4805,1874,3877.3,Sports
YT0006678,2025-06-08 08:32:24.541512,22.76,843,61.73,526,Playlist,13.08,828784,30879,7980,79,194073.59,Comedy
YT0006679,2025-10-20 08:32:24.541512,58.92,1457,41.21,347,Notifications,17.25,478954,5162,3808,1843,193843.33,Vlog
YT0006680,2025-04-29 08:32:24.541512,58.84,2193,62.12,576,Suggested,20.88,1976027,13327,5510,2173,1203729.78,Education
YT0006681,2025-10-16 08:32:24.541512,10.48,230,36.58,364,Browse,20.45,468459,8166,820,2427,29929.32,Music
YT0006682,2025-06-16 08:32:24.541512,26.76,1556,96.91,86,Notifications,14.04,1180786,48110,5318,2899,510361.95,Comedy
YT0006683,2025-05-22 08:32:24.541512,59.52,1130,31.64,653,Playlist,15.62,1331826,31022,2206,405,418045.38,Vlog
YT0006684,2025-11-05 08:32:24.541512,8.48,472,92.77,299,Browse,17.35,312261,99792,937,228,40940.89,Education
YT0006685,2025-03-26 08:32:24.541512,1.47,20,22.68,322,Notifications,24.47,1192395,17667,7955,415,6624.42,Gaming
YT0006686,2025-03-27 08:32:24.541512,15.41,175,18.93,426,Shorts Feed,29.98,1256414,67826,6139,952,61075.68,Reacts
YT0006687,2025-11-12 08:32:24.541512,30.02,1263,70.12,106,Search,25.74,1339981,87275,4628,1855,470110.0,Comedy
YT0006688,2025-06-25 08:32:24.541512,38.75,1544,66.41,262,Browse,8.53,1231911,42377,707,2960,528352.94,Reacts
YT0006689,2025-09-02 08:32:24.541512,10.76,453,70.17,116,Browse,25.3,348068,1848,4869,2362,43798.56,Education
YT0006690,2024-11-29 08:32:24.541512,25.77,407,26.32,319,Browse,25.81,1987229,9449,4335,750,224667.28,News
YT0006691,2025-03-28 08:32:24.541512,39.25,470,19.96,457,Shorts Feed,9.45,650377,56507,4138,1450,84910.33,Music
YT0006692,2025-06-07 08:32:24.541512,4.2,117,46.43,153,Notifications,0.21,125616,74277,7195,2275,4082.52,Tech
